178.154.243.100 - [24/Jul/2025:03:49:52 +0000] "POST /info.php HTTP/1.1" 200 146 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/35.0.804.0 Safari/531.1"
34.201.32.172 - [24/Jul/2025:03:52:54 +0000] "GET /favicon.ico HTTP/1.1" 200 436 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0)"
34.201.32.172 - [24/Jul/2025:03:55:30 +0000] "GET /favicon.ico HTTP/1.1" 200 436 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.0)"
52.90.120.45 - [24/Jul/2025:03:56:17 +0000] "POST /broker-service/v1/trade/long/sell HTTP/1.1" 200 280 "http://frontendreverseproxy-easytrade/instruments/2" "Opera/9.85.(Windows NT 5.2; ug-CN) Presto/2.9.164 Version/10.00"
54.221.202.45 - [24/Jul/2025:03:56:55 +0000] "POST /broker-service/v1/trade/buy HTTP/1.1" 200 268 "http://frontendreverseproxy-easytrade/instruments/15" "Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0)"
34.201.32.172 - [24/Jul/2025:03:58:07 +0000] "GET /pricing-service/v1/prices/instrument/2?records=1440 HTTP/1.1" 200 292227 "http://frontendreverseproxy-easytrade/instruments" "Opera/9.16.(X11; Linux i686; an-ES) Presto/2.9.163 Version/10.00"
34.201.32.172 - [24/Jul/2025:03:58:37 +0000] "GET /broker-service/v1/balance/15 HTTP/1.1" 200 51 "http://frontendreverseproxy-easytrade/home" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3; rv:1.9.4.20) Gecko/2012-10-01 23:42:26 Firefox/3.8"
34.201.32.172 - [24/Jul/2025:03:58:52 +0000] "POST /broker-service/v1/balance/15/deposit HTTP/1.1" 200 55 "http://frontendreverseproxy-easytrade/deposit" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3; rv:1.9.4.20) Gecko/2012-10-01 23:42:26 Firefox/3.8"
54.221.202.45 - [24/Jul/2025:03:59:09 +0000] "GET /favicon.ico HTTP/1.1" 200 436 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0)"
52.90.120.45 - [24/Jul/2025:03:59:44 +0000] "GET /broker-service/v1/instrument?accountId=15 HTTP/1.1" 200 3982 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3; rv:1.9.4.20) Gecko/2012-10-01 23:42:26 Firefox/3.8"
54.221.202.45 - [24/Jul/2025:04:00:58 +0000] "GET /ruxitagentjs_ICA15789NPQRUVXfqrux_10317250630095842.js HTTP/1.1" 200 142203 "http://frontendreverseproxy-easytrade/" "Opera/9.82.(X11; Linux x86_64; ks-IN) Presto/2.9.174 Version/12.00"
34.201.32.172 - [24/Jul/2025:04:02:00 +0000] "GET /credit-card-order-service/v1/orders/8/status/latest HTTP/1.1" 200 358 "http://frontendreverseproxy-easytrade/instruments/14" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:5.0; tl-PH) AppleWebKit/532.8.4 (KHTML, like Gecko) Version/4.0.1 Safari/532.8.4"
52.90.120.45 - [24/Jul/2025:04:03:08 +0000] "POST /loginservice/api/Login HTTP/1.1" 200 146 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/39.0.882.0 Safari/535.1"
18.204.42.32 - [24/Jul/2025:04:05:23 +0000] "GET /accountservice/api/accounts/presets HTTP/1.1" 200 7904 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/19.0.826.0 Safari/534.2"
52.90.120.45 - [24/Jul/2025:04:06:00 +0000] "GET /broker-service/v1/balance/57 HTTP/1.1" 200 51 "http://frontendreverseproxy-easytrade/home" "Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/55.0.879.0 Safari/536.2"
3.91.157.123 - [24/Jul/2025:04:06:47 +0000] "POST /credit-card-order-service/v1/orders HTTP/1.1" 201 148 "http://frontendreverseproxy-easytrade/credit-card/order" "Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/30.0.855.0 Safari/531.2"
18.204.42.32 - [24/Jul/2025:04:08:14 +0000] "GET /pricing-service/v1/prices/instrument/10?records=1440 HTTP/1.1" 200 287863 "http://frontendreverseproxy-easytrade/instruments" "Opera/9.85.(X11; Linux x86_64; cy-GB) Presto/2.9.173 Version/10.00"
54.221.202.45 - [24/Jul/2025:04:08:39 +0000] "GET / HTTP/1.1" 200 1307 "-" "Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.0)"
3.91.157.123 - [24/Jul/2025:04:09:05 +0000] "POST /broker-service/v1/trade/long/sell HTTP/1.1" 200 288 "http://frontendreverseproxy-easytrade/instruments/5" "Opera/8.13.(Windows 98; ff-SN) Presto/2.9.162 Version/12.00"
34.201.32.172 - [24/Jul/2025:04:11:32 +0000] "GET /broker-service/v1/instrument?accountId=8 HTTP/1.1" 200 3976 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:5.0; tl-PH) AppleWebKit/532.8.4 (KHTML, like Gecko) Version/4.0.1 Safari/532.8.4"
34.201.32.172 - [24/Jul/2025:04:11:57 +0000] "GET /favicon.ico HTTP/1.1" 200 436 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.0)"
34.201.32.172 - [24/Jul/2025:04:14:10 +0000] "POST /broker-service/v1/trade/long/buy HTTP/1.1" 200 276 "http://frontendreverseproxy-easytrade/instruments/13" "Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.11.4 (KHTML, like Gecko) Version/5.1 Safari/533.11.4"
3.91.157.123 - [24/Jul/2025:04:15:44 +0000] "GET /ruxitagentjs_D_10317250630095842.js HTTP/1.1" 200 10907 "http://frontendreverseproxy-easytrade/" "Opera/8.60.(X11; Linux i686; xh-ZA) Presto/2.9.186 Version/12.00"
18.204.42.32 - [24/Jul/2025:04:15:56 +0000] "GET /credit-card-order-service/v1/orders/72/status/latest HTTP/1.1" 200 358 "http://frontendreverseproxy-easytrade/instruments/13" "Opera/9.97.(Windows NT 5.2; uk-UA) Presto/2.9.177 Version/10.00"
34.201.32.172 - [24/Jul/2025:04:17:16 +0000] "POST /broker-service/v1/trade/long/sell HTTP/1.1" 200 278 "http://frontendreverseproxy-easytrade/instruments/7" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:5.0; tl-PH) AppleWebKit/532.8.4 (KHTML, like Gecko) Version/4.0.1 Safari/532.8.4"
34.201.32.172 - [24/Jul/2025:04:17:18 +0000] "GET /feature-flag-service/v1/flags?tag=problem_pattern HTTP/1.1" 200 1440 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/42.0.817.0 Safari/533.2"
34.201.32.172 - [24/Jul/2025:04:18:30 +0000] "GET /pricing-service/v1/prices/instrument/14?records=1440 HTTP/1.1" 200 286011 "http://frontendreverseproxy-easytrade/instruments" "Opera/9.28.(Windows NT 10.0; or-IN) Presto/2.9.163 Version/11.00"
54.221.202.45 - [24/Jul/2025:04:18:53 +0000] "GET /broker-service/v1/balance/34 HTTP/1.1" 200 51 "http://frontendreverseproxy-easytrade/home" "Opera/9.37.(Windows NT 5.0; lv-LV) Presto/2.9.163 Version/12.00"
18.204.42.32 - [24/Jul/2025:04:19:37 +0000] "GET /broker-service/v1/instrument?accountId=104 HTTP/1.1" 200 3978 "http://frontendreverseproxy-easytrade/login" "Opera/9.24.(X11; Linux x86_64; mt-MT) Presto/2.9.168 Version/11.00"
3.91.157.123 - [24/Jul/2025:04:20:34 +0000] "GET /ruxitagentjs_ICA15789NPQRUVXfqrux_10317250630095842.js HTTP/1.1" 200 142203 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.19.7 (KHTML, like Gecko) Version/4.0.3 Safari/532.19.7"
18.204.42.32 - [24/Jul/2025:04:21:38 +0000] "GET /ruxitagentjs_D_10317250630095842.js HTTP/1.1" 200 10907 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_6; rv:1.9.2.20) Gecko/2011-12-09 19:24:30 Firefox/7.0"
54.221.202.45 - [24/Jul/2025:04:22:05 +0000] "GET /ruxitagentjs_D_10317250630095842.js HTTP/1.1" 200 10907 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/42.0.817.0 Safari/533.2"
3.91.157.123 - [24/Jul/2025:04:22:26 +0000] "POST /loginservice/api/Login HTTP/1.1" 200 146 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.1.2 (KHTML, like Gecko) Version/5.0 Safari/532.1.2"
34.201.32.172 - [24/Jul/2025:04:22:39 +0000] "GET /accountservice/api/accounts/presets HTTP/1.1" 200 7910 "http://frontendreverseproxy-easytrade/" "Opera/9.37.(Windows NT 5.0; lv-LV) Presto/2.9.163 Version/12.00"
18.204.42.32 - [24/Jul/2025:04:22:41 +0000] "GET /broker-service/v1/balance/34 HTTP/1.1" 200 51 "http://frontendreverseproxy-easytrade/home" "Opera/9.37.(Windows NT 5.0; lv-LV) Presto/2.9.163 Version/12.00"
18.204.42.32 - [24/Jul/2025:04:22:59 +0000] "GET /pricing-service/v1/prices/instrument/12?records=1440 HTTP/1.1" 200 284268 "http://frontendreverseproxy-easytrade/instruments" "Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/27.0.870.0 Safari/533.0"
52.90.120.45 - [24/Jul/2025:04:24:13 +0000] "GET /favicon.ico HTTP/1.1" 200 436 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (Windows NT 5.2; gd-GB; rv:1.9.0.20) Gecko/2015-08-20 07:34:55 Firefox/6.0"
52.90.120.45 - [24/Jul/2025:04:25:30 +0000] "GET /broker-service/v1/balance/94 HTTP/1.1" 200 51 "http://frontendreverseproxy-easytrade/home" "Opera/9.82.(X11; Linux x86_64; ks-IN) Presto/2.9.174 Version/12.00"
3.91.157.123 - [24/Jul/2025:04:26:56 +0000] "GET /broker-service/v1/balance/16 HTTP/1.1" 200 51 "http://frontendreverseproxy-easytrade/home" "Opera/8.10.(Windows 98; Win 9x 4.90; ks-IN) Presto/2.9.183 Version/10.00"
54.221.202.45 - [24/Jul/2025:04:27:56 +0000] "GET /broker-service/v1/trade/84?count=100&onlyLong=true HTTP/1.1" 200 27049 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.1)"
3.91.157.123 - [24/Jul/2025:04:28:00 +0000] "GET /broker-service/v1/balance/22 HTTP/1.1" 200 51 "http://frontendreverseproxy-easytrade/home" "Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0)"
3.91.157.123 - [24/Jul/2025:04:28:04 +0000] "GET /ruxitagentjs_ICA15789NPQRUVXfqrux_10317250630095842.js HTTP/1.1" 200 142203 "http://frontendreverseproxy-easytrade/" "Opera/8.10.(Windows 98; Win 9x 4.90; ks-IN) Presto/2.9.183 Version/10.00"
54.221.202.45 - [24/Jul/2025:04:29:27 +0000] "GET /ruxitagentjs_ICA15789NPQRUVXfqrux_10317250630095842.js HTTP/1.1" 200 142203 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/16.0.812.0 Safari/535.0"
18.204.42.32 - [24/Jul/2025:04:30:55 +0000] "POST /broker-service/v1/balance/73/deposit HTTP/1.1" 200 56 "http://frontendreverseproxy-easytrade/deposit" "Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.1)"
34.201.32.172 - [24/Jul/2025:04:31:46 +0000] "GET /ruxitagentjs_D_10317250630095842.js HTTP/1.1" 200 10907 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0)"
3.91.157.123 - [24/Jul/2025:04:31:54 +0000] "GET /broker-service/v1/balance/73 HTTP/1.1" 200 51 "http://frontendreverseproxy-easytrade/instruments/11" "Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.1)"
52.90.120.45 - [24/Jul/2025:04:33:52 +0000] "POST /broker-service/v1/balance/69/deposit HTTP/1.1" 200 56 "http://frontendreverseproxy-easytrade/deposit" "Opera/9.85.(Windows NT 5.2; ug-CN) Presto/2.9.164 Version/10.00"
52.90.120.45 - [24/Jul/2025:04:34:42 +0000] "GET /credit-card-order-service/v1/orders/88/status/latest HTTP/1.1" 200 357 "http://frontendreverseproxy-easytrade/instruments/5" "Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.3.1 (KHTML, like Gecko) Version/4.0 Safari/533.3.1"
3.91.157.123 - [24/Jul/2025:04:34:57 +0000] "GET /broker-service/v1/trade/55?count=100&onlyLong=true HTTP/1.1" 200 27261 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.12.5 (KHTML, like Gecko) Version/4.0 Safari/533.12.5"
54.221.202.45 - [24/Jul/2025:04:35:11 +0000] "GET /pricing-service/v1/prices/instrument/9?records=1440 HTTP/1.1" 200 286258 "http://frontendreverseproxy-easytrade/instruments" "Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.1.2 (KHTML, like Gecko) Version/5.0 Safari/532.1.2"
3.91.157.123 - [24/Jul/2025:04:36:15 +0000] "GET /broker-service/v1/trade/65?count=100&onlyLong=true HTTP/1.1" 200 27164 "http://frontendreverseproxy-easytrade/login" "Opera/9.90.(X11; Linux i686; nb-NO) Presto/2.9.171 Version/10.00"
18.204.42.32 - [24/Jul/2025:04:36:33 +0000] "GET /broker-service/v1/instrument?accountId=90 HTTP/1.1" 200 3977 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.1)"
34.201.32.172 - [24/Jul/2025:04:37:15 +0000] "GET /credit-card-order-service/v1/orders/93/status/latest HTTP/1.1" 200 358 "http://frontendreverseproxy-easytrade/instruments/9" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/39.0.882.0 Safari/535.1"
54.221.202.45 - [24/Jul/2025:04:38:28 +0000] "POST /loginservice/api/Login HTTP/1.1" 200 146 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (Windows NT 6.2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/38.0.834.0 Safari/533.0"
54.221.202.45 - [24/Jul/2025:04:38:47 +0000] "GET /accountservice/api/accounts/presets HTTP/1.1" 200 7904 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1)"
18.204.42.32 - [24/Jul/2025:04:38:53 +0000] "GET /pricing-service/v1/prices/instrument/4?records=1440 HTTP/1.1" 200 286398 "http://frontendreverseproxy-easytrade/instruments" "Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.40.7 (KHTML, like Gecko) Version/4.0.4 Safari/532.40.7"
34.201.32.172 - [24/Jul/2025:04:40:59 +0000] "POST /loginservice/api/Logout HTTP/1.1" 200 202 "http://frontendreverseproxy-easytrade/credit-card/active" "Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1)"
3.91.157.123 - [24/Jul/2025:04:41:05 +0000] "GET /assets/index-V_dngNoR.js HTTP/1.1" 200 1820793 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0)"
52.90.120.45 - [24/Jul/2025:04:41:15 +0000] "POST /loginservice/api/Logout HTTP/1.1" 200 202 "http://frontendreverseproxy-easytrade/credit-card/active" "Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.23.2 (KHTML, like Gecko) Version/5.0.5 Safari/535.23.2"
54.221.202.45 - [24/Jul/2025:04:41:19 +0000] "POST /broker-service/v1/trade/long/sell HTTP/1.1" 200 279 "http://frontendreverseproxy-easytrade/instruments/9" "Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0)"
54.221.202.45 - [24/Jul/2025:04:42:03 +0000] "GET /favicon.ico HTTP/1.1" 200 436 "http://frontendreverseproxy-easytrade/" "Opera/8.16.(X11; Linux x86_64; eo-US) Presto/2.9.176 Version/11.00"
3.91.157.123 - [24/Jul/2025:04:42:26 +0000] "GET /favicon.ico HTTP/1.1" 200 436 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.11.4 (KHTML, like Gecko) Version/5.1 Safari/533.11.4"
18.204.42.32 - [24/Jul/2025:04:42:59 +0000] "GET /pricing-service/v1/prices/instrument/5?records=1440 HTTP/1.1" 200 286293 "http://frontendreverseproxy-easytrade/instruments" "Opera/8.95.(Windows 98; shs-CA) Presto/2.9.172 Version/12.00"
18.204.42.32 - [24/Jul/2025:04:43:28 +0000] "GET /broker-service/v1/instrument?accountId=100 HTTP/1.1" 200 3979 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.0)"
18.204.42.32 - [24/Jul/2025:04:43:48 +0000] "GET /pricing-service/v1/prices/instrument/9?records=1440 HTTP/1.1" 200 286315 "http://frontendreverseproxy-easytrade/instruments" "Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.0)"
54.221.202.45 - [24/Jul/2025:04:43:52 +0000] "GET /pricing-service/v1/prices/instrument/2?records=1440 HTTP/1.1" 200 292079 "http://frontendreverseproxy-easytrade/instruments" "Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.1)"
3.91.157.123 - [24/Jul/2025:04:44:13 +0000] "POST /loginservice/api/Login HTTP/1.1" 200 146 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/43.0.822.0 Safari/531.1"
52.90.120.45 - [24/Jul/2025:04:45:33 +0000] "GET /broker-service/v1/balance/33 HTTP/1.1" 200 51 "http://frontendreverseproxy-easytrade/home" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0)"
54.221.202.45 - [24/Jul/2025:04:46:05 +0000] "GET /accountservice/api/accounts/presets HTTP/1.1" 200 7910 "http://frontendreverseproxy-easytrade/" "Opera/8.60.(X11; Linux i686; xh-ZA) Presto/2.9.186 Version/12.00"
3.91.157.123 - [24/Jul/2025:04:46:13 +0000] "GET /ruxitagentjs_ICA15789NPQRUVXfqrux_10317250630095842.js HTTP/1.1" 200 142203 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1)"
52.90.120.45 - [24/Jul/2025:04:46:25 +0000] "GET /pricing-service/v1/prices/instrument/1?records=1440 HTTP/1.1" 200 298221 "http://frontendreverseproxy-easytrade/instruments" "Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.1)"
18.204.42.32 - [24/Jul/2025:04:47:50 +0000] "GET /feature-flag-service/v1/flags?tag=problem_pattern HTTP/1.1" 200 1440 "http://frontendreverseproxy-easytrade/" "Opera/9.26.(Windows NT 10.0; ht-HT) Presto/2.9.182 Version/10.00"
52.90.120.45 - [24/Jul/2025:04:48:55 +0000] "POST /broker-service/v1/trade/long/sell HTTP/1.1" 200 281 "http://frontendreverseproxy-easytrade/instruments/4" "Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1)"
52.90.120.45 - [24/Jul/2025:04:50:59 +0000] "GET /broker-service/v1/trade/97?count=100&onlyLong=true HTTP/1.1" 200 27175 "http://frontendreverseproxy-easytrade/login" "Opera/8.79.(Windows 98; Win 9x 4.90; ug-CN) Presto/2.9.181 Version/12.00"
52.90.120.45 - [24/Jul/2025:04:51:11 +0000] "GET /accountservice/api/accounts/52 HTTP/1.1" 200 426 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/43.0.822.0 Safari/531.1"
54.221.202.45 - [24/Jul/2025:04:51:15 +0000] "GET / HTTP/1.1" 200 1306 "-" "Opera/9.82.(X11; Linux x86_64; ks-IN) Presto/2.9.174 Version/12.00"
3.91.157.123 - [24/Jul/2025:04:51:19 +0000] "GET /accountservice/api/accounts/presets HTTP/1.1" 200 7910 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (Windows NT 6.2; nan-TW; rv:1.9.0.20) Gecko/2019-09-23 17:59:10 Firefox/9.0"
34.201.32.172 - [24/Jul/2025:04:55:04 +0000] "GET / HTTP/1.1" 200 1306 "-" "Opera/8.10.(Windows 98; Win 9x 4.90; ks-IN) Presto/2.9.183 Version/10.00"
34.201.32.172 - [24/Jul/2025:04:55:37 +0000] "GET /broker-service/v1/trade/23?count=100&onlyLong=true HTTP/1.1" 200 27097 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0)"
52.90.120.45 - [24/Jul/2025:04:55:45 +0000] "GET /feature-flag-service/v1/flags?tag=problem_pattern HTTP/1.1" 200 1440 "http://frontendreverseproxy-easytrade/" "Opera/9.85.(Windows NT 5.2; ug-CN) Presto/2.9.164 Version/10.00"
3.91.157.123 - [24/Jul/2025:04:56:54 +0000] "GET /credit-card-order-service/v1/orders/23/status/latest HTTP/1.1" 200 358 "http://frontendreverseproxy-easytrade/instruments/5" "Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0)"
52.90.120.45 - [24/Jul/2025:04:57:55 +0000] "GET /feature-flag-service/v1/flags?tag=problem_pattern HTTP/1.1" 200 1440 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1 rv:3.0; ts-ZA) AppleWebKit/535.5.3 (KHTML, like Gecko) Version/4.0.2 Safari/535.5.3"
54.221.202.45 - [24/Jul/2025:04:59:14 +0000] "POST /loginservice/api/Logout HTTP/1.1" 200 202 "http://frontendreverseproxy-easytrade/credit-card/active" "Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.1)"
3.91.157.123 - [24/Jul/2025:05:00:06 +0000] "GET /assets/index-V_dngNoR.js HTTP/1.1" 200 1820793 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.1)"
54.221.202.45 - [24/Jul/2025:05:00:45 +0000] "POST /loginservice/api/Logout HTTP/1.1" 200 202 "http://frontendreverseproxy-easytrade/credit-card/active" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/19.0.826.0 Safari/534.2"
54.221.202.45 - [24/Jul/2025:05:01:02 +0000] "POST /broker-service/v1/balance/74/deposit HTTP/1.1" 200 55 "http://frontendreverseproxy-easytrade/deposit" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1 rv:3.0; ts-ZA) AppleWebKit/535.5.3 (KHTML, like Gecko) Version/4.0.2 Safari/535.5.3"
3.91.157.123 - [24/Jul/2025:05:01:06 +0000] "GET /ruxitagentjs_D_10317250630095842.js HTTP/1.1" 200 10907 "http://frontendreverseproxy-easytrade/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0 rv:3.0; he-IL) AppleWebKit/531.46.1 (KHTML, like Gecko) Version/4.0.5 Safari/531.46.1"
3.91.157.123 - [24/Jul/2025:05:01:16 +0000] "GET /broker-service/v1/instrument?accountId=57 HTTP/1.1" 200 3977 "http://frontendreverseproxy-easytrade/login" "Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/55.0.879.0 Safari/536.2"
